act,key,cid,cells,km2,meanF,minF,row,col,kept,lat,lon,name,complex,core_overlap_pct,residual_km2
Act 1 (585),ensemble_585,138,1,1.0,0.7843137383460999,0.78431374,1412.0,564.0,False,56.463660933852296,-123.7460697987292,,-1,,
Act 1 (585),ensemble_585,242,1,1.0,0.7843136787414551,0.7843137,2135.0,849.0,False,51.04113778484557,-116.51431463695535,,-1,,
Act 1 (585),ensemble_585,245,1,1.0,0.7810457348823547,0.78104573,2142.0,855.0,False,50.99371341884853,-116.40392733375369,,-1,,
Act 1 (585),ensemble_585,334,1,1.0,0.7777778506278992,0.77777785,2293.0,913.0,False,49.83622740139587,-115.09893072390057,,-1,,
Act 1 (585),ensemble_585,437,1,1.0,0.7777777314186096,0.77777773,2787.0,841.0,False,45.60669925314795,-114.71319815656476,,-1,,
Act 1 (585),ensemble_585,264,1,1.0,0.774509847164154,0.77450985,2171.0,665.0,False,50.38421132632914,-119.06413745052527,,-1,,
Act 1 (585),ensemble_585,12,1,1.0,0.7679738998413086,0.7679739,186.0,437.0,False,66.64575321002015,-133.6091707783238,,-1,,
Act 1 (585),ensemble_585,259,1,1.0,0.7679738998413086,0.7679739,2167.0,821.0,False,50.7227003974481,-116.81976055968575,,-1,,
Act 1 (585),ensemble_585,41,1,1.0,0.7679738402366638,0.76797384,1144.0,269.0,False,57.866840561649504,-129.91848710811885,,-1,,
Act 1 (585),ensemble_585,20,1,1.0,0.7647058963775635,0.7647059,915.0,815.0,False,61.335132450678316,-121.95893460809776,,-1,,
Act 1 (585),ensemble_585,287,1,1.0,0.7647058963775635,0.7647059,2218.0,902.0,False,50.44319490113339,-115.48160675199783,,-1,,
Act 1 (585),ensemble_585,96,1,1.0,0.7647058367729187,0.76470584,1332.0,387.0,False,56.658376511168946,-126.96774644289958,,-1,,
Act 1 (585),ensemble_585,313,1,1.0,0.7614379525184631,0.76143795,2261.0,730.0,False,49.768674639002896,-117.82150582960611,,-1,,
Act 1 (585),ensemble_585,95,1,1.0,0.7614378929138184,0.7614379,1332.0,290.0,False,56.37966011923503,-128.49602777752796,,-1,,
Act 1 (585),ensemble_585,113,1,1.0,0.7614378929138184,0.7614379,1351.0,405.0,False,56.551035565176875,-126.5814115914177,,-1,,
Act 1 (585),ensemble_585,325,1,1.0,0.7614378929138184,0.7614379,2279.0,695.0,False,49.55094205595981,-118.25910487292418,,-1,,
Act 1 (585),ensemble_585,29,1,1.0,0.758169949054718,0.75816995,1058.0,238.0,False,58.48037748757522,-130.94554517388235,,-1,,
Act 1 (585),ensemble_585,154,1,1.0,0.7549020648002625,0.75490206,1466.0,346.0,False,55.43661750908987,-126.89971570938391,,-1,,
Act 1 (585),ensemble_585,417,1,1.0,0.7549019455909729,0.75490195,2770.0,811.0,False,45.69735112321318,-115.16014022939245,,-1,,
Act 1 (585),ensemble_585,173,1,1.0,0.7516340613365173,0.75163406,1922.0,743.0,False,52.61188548893605,-118.82123052901214,,-1,,
Act 1 (585),ensemble_585,235,1,1.0,0.7516340613365173,0.75163406,2102.0,823.0,False,51.26810149070875,-117.00373147276625,,-1,,
Act 1 (585),ensemble_585,314,1,1.0,0.7516340613365173,0.75163406,2262.0,906.0,False,50.08288780673581,-115.29150147268774,,-1,,
Act 1 (585),ensemble_585,11,1,1.0,0.7483660578727722,0.74836606,178.0,437.0,False,66.71797542522273,-133.67330133626757,,-1,,
Act 1 (585),ensemble_585,9,1,1.0,0.7418301105499268,0.7418301,171.0,434.0,False,66.7698205033666,-133.78702588422962,,-1,,
Act 1 (585),ensemble_585,426,1,1.0,0.7418301105499268,0.7418301,2775.0,881.0,False,45.77188677474999,-114.20941636297272,,-1,,
Act 1 (585),ensemble_585,77,1,1.0,0.741830050945282,0.74183005,1284.0,333.0,False,56.90139587069949,-128.08644786321565,,-1,,
Act 1 (585),ensemble_585,185,1,1.0,0.741830050945282,0.74183005,1970.0,871.0,False,52.46086699840078,-116.72914026717888,,-1,,
Act 1 (585),ensemble_585,237,1,1.0,0.741830050945282,0.74183005,2110.0,648.0,False,50.85371188382533,-119.53059761655128,,-1,,
Act 1 (585),ensemble_585,247,1,1.0,0.741830050945282,0.74183005,2144.0,939.0,False,51.12565888952359,-115.16418532505722,,-1,,
Act 1 (585),ensemble_585,436,1,1.0,0.741830050945282,0.74183005,2785.0,842.0,False,45.62495993548914,-114.7051792769135,,-1,,
Act 1 (585),ensemble_585,489,1,1.0,0.741830050945282,0.74183005,3016.0,1202.0,False,44.21103068014657,-109.40108469265473,,-1,,
Act 1 (585),ensemble_585,13,1,1.0,0.7385621070861816,0.7385621,191.0,440.0,False,66.61196437201286,-133.51191541067953,,-1,,
Act 1 (585),ensemble_585,52,1,1.0,0.7385621070861816,0.7385621,1179.0,197.0,False,57.35357743724176,-130.85469576255932,,-1,,
Act 1 (585),ensemble_585,261,1,1.0,0.7385621070861816,0.7385621,2168.0,947.0,False,50.93845878808229,-114.97464187602898,,-1,,
Act 1 (585),ensemble_585,297,1,1.0,0.7385621070861816,0.7385621,2247.0,807.0,False,50.03097030601573,-116.76430496635885,,-1,,
Act 1 (585),ensemble_585,379,1,1.0,0.7385621070861816,0.7385621,2702.0,890.0,False,46.3931841183344,-114.27986932638089,,-1,,
Act 1 (585),ensemble_585,472,1,1.0,0.7385621070861816,0.7385621,2846.0,780.0,False,45.01440659141935,-115.36400668199066,,-1,,
Act 1 (585),ensemble_585,296,1,1.0,0.7352941632270813,0.73529416,2246.0,901.0,False,50.20776091190144,-115.41164231330815,,-1,,
Act 1 (585),ensemble_585,416,1,1.0,0.7352941632270813,0.73529416,2770.0,750.0,False,45.59152467456453,-115.97417334318175,,-1,,
Act 1 (585),ensemble_585,430,1,1.0,0.7352941632270813,0.73529416,2778.0,805.0,False,45.620802821337314,-115.21836122725928,,-1,,
